id,amount_tsh,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
21149,0,Government Of Tanzania,0,Government,33.28303765,-8.70384534,Zahanati,0,Lake Rukwa,Mabangala,Mbeya,12,1,Chunya,Ifumbo,0,True,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
59453,0,Water,0,Gover,36.40226781,-6.65711238,Masiai,0,Wami / Ruvu,Masena A,Dodoma,1,1,Mpwapwa,Kibakwe,0,True,VWC,Iyen,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
44742,6,Ces(gmbh),1570,DWE,37.46637095,-3.30215299,Kwa Reward John Assey,0,Pangani,Koshayo,Kilimanjaro,3,4,Moshi Rural,Kurua Vunjo Mashariki,50,True,Water Board,Kirua kahe gravity water supply trust,True,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
12322,0,Tardo,1740,Tardo,38.30009142,-4.6283282,Kwa Mzee Hussein,8,Pangani,Kibaoni,Tanga,4,1,Lushoto,Malindi,1,True,VWC,Kiboelo forest,True,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
20214,500,Tcrs,1276,TCRS,30.48003244,-5.6132731,Headquarters,0,Lake Tanganyika,Headquarters,Rukwa,15,1,Mpanda,Mishamo,12,True,VWC,Kashutakasimba,True,1980,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
73039,0,Dhv,159,DWE,37.95322801,-7.04726118,Manganu,0,Wami / Ruvu,Kisanga Stendi,Morogoro,5,2,Morogoro Rural,Tununguo,750,True,VWC,,True,1997,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,unknown,unknown,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,others
22849,0,Danida,0,DANIDA,33.29214474,-8.9883581,Shuleni,0,Lake Rukwa,Nsanyila,Mbeya,12,2,Mbeya Rural,Bonde la Songwe,0,True,VWC,,True,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,others
17522,0,Unicef,1383,DWE,34.58282356,-8.90804279,Lutheran Church,0,Rufiji,Kibangada,Iringa,11,4,Njombe,Ilembula,42,True,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
40379,0,Dwsp,0,DWE,0,-2E-08,Mwamusobi,0,Lake Victoria,Madukani,Mwanza,17,1,Magu,Nkungulu,0,,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
23264,500,Rc Church,2001,ACRA,34.67464253,-9.29716489,Kwa Leonard Kaogo,0,Rufiji,Kitichi,Iringa,11,4,Njombe,Imalinyi,75,True,WUA,Tove Mtwango gravity Scheme,True,2008,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
25559,0,Rwssp,0,DWE,0,-2E-08,Majimoto,0,Lake Victoria,Mwanyitanga,Shinyanga,17,1,Bariadi,Chinamili,0,True,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
58189,0,World Vision,1074,World vision,36.93910466,-3.38547381,Chemchem Primary School,0,Pangani,Mjini,Arusha,2,7,Meru,Kikatiti,350,True,WUA,,False,2008,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
43986,0,Government Of Tanzania,0,Government,33.43701155,-4.42359381,Fpct,0,Internal,Hospital,Tabora,14,2,Igunga,Nkinga,0,True,Water authority,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,dam,dam,surface,communal standpipe multiple,communal standpipe,others
57072,100,Norad,861,DWE,29.78638013,-4.98845234,Kwa Kengwa,0,Lake Tanganyika,Mwamk,Kigoma,16,3,Kigoma Rural,Simbo,500,True,VWC,Kaseke water project,True,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
17237,0,,0,,33.66313817,-9.34681975,Nyelele Bweni Kayuki,0,Lake Nyasa,Kayuki,Mbeya,12,4,Rungwe,Ilima,0,True,Parastatal,K,,0,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
65522,1000,Unicef,595,UNICEF,37.18044804,-11.21448691,Umoja,0,Ruvuma / Southern Coast,Umoja,Ruvuma,10,1,Tunduru,Mbesa,1,True,VWC,,False,1999,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,others
63020,250,Oxfam,1212,OXFAM,29.90899476,-4.54249304,Kwa Chele Barabona,0,Lake Tanganyika,Gwandamula,Kigoma,16,2,Kasulu,Janda,240,True,Water authority,Mwangwe,True,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
41082,0,Rwssp,0,WEDECO,34.22864072,-3.14558374,Mapapai,0,Internal,Mwakaluba,Shinyanga,17,6,Meatu,Mwandoya,0,True,WUG,None,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
47485,0,World Vision,0,World vision,33.80984939,-3.42323197,Kiloleli Primary School,0,Internal,Kiloleli,Shinyanga,17,2,Maswa,Budekwa,0,True,WUG,,False,0,gravity,gravity,gravity,wug,user-group,other,other,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
39468,33,Ces(gmbh),712,DWE,37.45849414,-3.48036071,Kwa Rehema,0,Pangani,Lowiri,Kilimanjaro,3,4,Moshi Rural,Kahe,250,True,Water Board,Kirua kahe pumping water trust,True,2008,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
22267,0,Water Aid /sema,0,Water Aid /sema,32.18950268,-4.86369428,Kaswahili,0,Lake Tanganyika,Ukwanga,Tabora,14,4,Urambo,Songambele,0,True,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
32128,0,Government Of Tanzania,1136,Community,36.89858049,-3.39167405,Zahanati Kitefu,0,Pangani,Bondeni,Arusha,2,7,Meru,Maji ya Chai,360,True,VWC,,False,2011,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
66168,0,Hesawa,0,HESAWA,31.59062212,-1.49104753,Kwa Twaibu Vyakutaga,0,Lake Victoria,Itongo,Kagera,18,2,Bukoba Rural,Ibwera,0,True,VWC,NCHULOWAIBALE WATER SUPPLY SCHEME,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
61982,0,World Bank,1128,DWE,31.22327671,-6.33916622,Kwa Festo Anania,0,Lake Rukwa,Kenswa Mta Wa Kwanza,Rukwa,15,1,Mpanda,Mtapenda,400,False,Water authority,Kenswa,True,2008,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
54507,0,Government Of Tanzania,0,Government,33.28813324,-8.70251674,Simon Sekela,0,Lake Rukwa,Sawa,Mbeya,12,1,Chunya,Ifumbo,0,True,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
19589,0,Kkkt,0,KKKT,32.79937155,-8.8315181,Hamis Simu,0,Lake Rukwa,Hangomba Kati,Mbeya,12,6,Mbozi,Itaka,0,False,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
55233,3000,Danida,1885,DANID,34.7971234,-9.73521548,none,0,Lake Nyasa,Njomlole,Iringa,11,5,Ludewa,Madilu,52,True,VWC,DANIDA,False,1993,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
70402,0,Game Division,272,GOVERNMENT,38.16401709,-11.20628557,Lukwika Game Reserve,0,Ruvuma / Southern Coast,Lukwika,Mtwara,90,63,Nanyumbu,Napacho,15,True,Parastatal,,False,2005,india mark ii,india mark ii,handpump,parastatal,parastatal,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,others
12249,0,Kkkt,0,DWE,32.92552388,-8.99359957,Nzowa Yona,0,Lake Rukwa,Igamba Kati,Mbeya,12,6,Mbozi,Igamba,0,True,VWC,,False,0,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,unknown,unknown,hand dtw,borehole,groundwater,hand pump,hand pump,others
16204,0,W,0,W/,31.53632397,-1.80001663,Kyerunga A,0,Lake Victoria,Igabiro,Kagera,18,3,Muleba,Nshamba,0,True,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,others
71277,200,St,648,St,36.79747221,-7.1909619,Kwa Albin,0,Wami / Ruvu,Madizini Kati,Morogoro,5,1,Kilosa,Kisanga,60,True,VWC,Ki,True,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
20753,0,Lawatefuka Water Supply,1692,Lawatefuka water sup,37.12059732,-3.15017168,Kwa Maria T Kirundo,0,Pangani,Mese,Kilimanjaro,3,7,Siha,Siha Kaskazini,1,True,Water Board,BL Mese Tank,True,2008,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
36170,0,,-8,,39.86001697,-7.78792383,Hospitalali,0,Rufiji,Jimbo Mjini,Pwani,60,63,Mafia,Kirongwe,350,True,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
43755,0,,0,,33.52647749,-9.29818293,Kanisani Morovian,0,Lake Nyasa,Butonga,Mbeya,12,4,Rungwe,Ikuti,0,True,VWC,M,,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
36081,250,Government Of Tanzania,1151,DWE,30.26221865,-4.64364642,Kwa Yoram,0,Lake Tanganyika,Kinyika,Kigoma,16,2,Kasulu,Rungwe Mpya,530,True,Water authority,Mrufiti,True,2000,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
26595,0,Hesawa,1176,DWE,32.98950188,-2.00215763,Chiolwa,0,Lake Victoria,Nafuba,Mwanza,19,1,Ukerewe,Nduruma,350,True,,,True,1997,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair
52943,0,Government Of Tanzania,0,Government,34.15720716,-3.19553938,Nenge B,0,Internal,Mwasahani,Shinyanga,17,6,Meatu,Mwabusalu,0,True,WUG,Shinyanga shallow well project,True,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
6738,0,Government Of Tanzania,0,Government,33.52163677,-3.13375985,Mwanakanyama,0,Lake Victoria,Ngokolo,Shinyanga,17,2,Maswa,Malampaka,0,True,WUG,Malampaka Piped water Scheme,False,0,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
65183,200,Unice,347,RWE,37.77789131,-7.0652146,Kwa Selina,0,Wami / Ruvu,Kigong'O,Morogoro,5,2,Morogoro Rural,Kisemu,150,True,VWC,Mkom,True,1983,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
19003,0,Norad,1089,DWE,30.02240582,-4.93585356,Shule Ya Msingi Nyanganga,0,Lake Tanganyika,Hudumani,Kigoma,16,3,Kigoma Rural,Kandaga,569,True,Parastatal,Nyanganga water project,True,1994,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
15383,0,Rudep,1438,DWE,32.10708476,-8.9172137,Kwa Joseph Simpungwe,0,Lake Rukwa,Uhuru,Rukwa,15,2,Sumbawanga Rural,Legezamwendo,150,True,VWC,,True,1984,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair
13314,0,,0,,33.66417129,-9.35813389,Kwa Mzee Salim,0,Lake Nyasa,Kayuki,Mbeya,12,4,Rungwe,Ilima,0,True,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
24775,0,Wateraid,0,Water Aid,32.59371957,-4.89314261,Mzee Chenya,0,Lake Tanganyika,Makunguwe,Tabora,14,3,Uyui,Ibiri,0,True,VWC,,True,0,other,other,other,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,others
44389,500,World Bank,353,Gwasco L,37.51151695,-6.26657455,Kwa Dikenga,0,Wami / Ruvu,Mvuleni,Morogoro,5,6,Mvomero,Hembeti,128,True,VWC,Dimamba,True,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
3722,3000,Danida,868,DANID,35.37469718,-7.65392717,none,0,Rufiji,Majengo B,Iringa,11,1,Iringa Rural,Mlowa,1,True,VWC,Mlowa,True,1992,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
72167,0,Dmdd,1583,DMDD,35.56077105,-4.21989142,Kwa Philipo,0,Internal,Ayalagaya A,Manyara,21,1,Babati,Dareda,240,True,VWC,,True,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
39065,0,World Vision,0,ADP Busangi,32.5513524,-3.65054926,Upendeleo,0,Lake Victoria,Kibama,Shinyanga,17,3,Kahama,Busangi,0,True,,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,others
22118,2500,Government Of Tanzania,1213,DWE,38.37203023,-4.842029,Kwa Mzee Isa Shembogo,0,Pangani,Jitengeni,Tanga,4,1,Lushoto,Soni,1,True,VWC,Mkuzu forest,True,1962,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
48485,0,He,0,HE,31.56458986,-1.6026625,Kankorokoro,0,Lake Victoria,Mtoju,Kagera,18,3,Muleba,Bulyakashaju,0,True,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
21180,0,Undp/aict,0,BESADA,34.01971987,-3.90436866,Shule,0,Internal,Munge,Shinyanga,17,80,Kishapu,Masanga,0,False,Parastatal,,False,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
44306,0,Government Of Tanzania,1191,DWE,38.42483277,-4.6258903,Kwa Mzee Doto,0,Pangani,Magunga,Tanga,4,1,Lushoto,Mlola,1,True,VWC,Muyombo forest,True,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
33770,0,Fw,378,FW,38.62836491,-10.76393655,Mnazimmoja,0,Ruvuma / Southern Coast,Mnazimmoja,Mtwara,90,33,Masasi,Namajani,1,True,VWC,,True,1985,other,other,other,vwc,user-group,unknown,unknown,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,others
9351,600,Isf,983,DWE,29.73523958,-4.80872537,Tiririka,0,Lake Tanganyika,Samilo,Kigoma,16,3,Kigoma Rural,Mahembe,500,True,WUG,Mkongoro Two,True,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
48834,0,Government Of Tanzania,0,Gover,36.37257914,-6.70953063,Geitani,0,Wami / Ruvu,Mjini Chini,Dodoma,1,1,Mpwapwa,Kibakwe,0,True,VWC,Kiba,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,others
58475,0,Tcrs,1293,TCRS,30.40141597,-5.55212176,Plot 42,0,Lake Tanganyika,Barabara 4,Rukwa,15,1,Mpanda,Mishamo,75,True,Water authority,,True,1983,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,others
42132,0,Irish Ai,308,DWE,36.91176695,-7.76695098,Kwamuhongole,0,Rufiji,Barabarani,Morogoro,5,3,Kilombero,Sanje,200,True,WUA,Sanje Wa,True,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
31225,500,Go,0,DW,37.28014576,-6.25791768,Mbuyuni,0,Wami / Ruvu,Mbuyuni,Morogoro,5,1,Kilosa,Magubike,420,True,VWC,,True,1995,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,others
23987,0,Un,0,UN,31.45298632,-2.13334776,Mbange,0,Lake Victoria,Miziro,Kagera,18,3,Muleba,Karambi,0,True,VWC,M,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
34556,0,Fpct,1350,FPCT,30.86326363,-3.39902153,Zahanati Mission,0,Lake Tanganyika,Keza,Kigoma,16,1,Kibondo,Kasanda,120,True,Trust,,False,1970,gravity,gravity,gravity,trust,commercial,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
1236,0,Government Of Tanzania,0,Government,0,-2E-08,K/Secondary,0,Lake Victoria,Kisese,Mwanza,19,6,Geita,Kalangalala,0,True,VWC,14 Kambarage,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,others
2403,0,,1301,,36.50978137,-3.40970659,Supuko,0,Internal,Dukambili,Arusha,2,1,Monduli,Sepeko,1,True,VWC,T,,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
57465,0,Wamisionari Wa Kikatoriki,861,Wamisionari wa Kikatoriki,34.9706053,-5.87671044,Kanisani,0,Internal,Msakile,Singida,13,3,Manyoni,Sasajila,650,True,,,False,1992,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
26852,0,Kaemp,0,DWE,31.37975554,-1.00198784,Kwajulius,0,Lake Victoria,Lukubasi,Kagera,18,7,Misenyi,Nsunga,0,True,VWC,,True,0,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,others
25970,0,Wvt,0,WVT,0,-2E-08,Simba,0,Lake Victoria,Mwaludelega,Shinyanga,17,1,Bariadi,Chinamili,0,True,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
30196,60,W.B,190,DWE,38.97527237,-7.69952899,Mkengelwa,0,Rufiji,Uzomboka,Pwani,60,53,Rufiji,Kibiti,1,True,VWC,,True,2005,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
73592,0,Kinapa,1356,Water board,37.11769534,-5.51284474,Shuleni,0,Pangani,Olmaroroi,Manyara,21,5,Kiteto,Lengatei,1,True,VWC,KINAPA,False,2006,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
41442,0,Missionaries,1592,DWE,29.75552221,-4.62587278,Nyakasasa,0,Lake Tanganyika,Lamvya,Kigoma,16,3,Kigoma Rural,Kalinzi,190,True,VWC,,True,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional needs repair
4102,1200,Go,0,DW,37.19574041,-6.0028625,Dibwige,0,Wami / Ruvu,Dukani,Tanga,5,1,Kilindi,Kikunde,650,True,VWC,,True,1995,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,others
32829,0,Oxfam,0,OXFAM,30.7200835,-2.9362273,Mtu Na Afya,0,Lake Victoria,Nyakuguma,Kagera,18,30,Ngara,Bugarama,0,True,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair
37883,0,Government Of Tanzania,0,Government,33.13128973,-8.6178449,Ifwenkenya,0,Lake Rukwa,Chikua,Mbeya,12,1,Chunya,Kanga,0,True,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
13132,0,Rwssp,0,DWE,0,-2E-08,Mwamanala,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Sapiwi,0,True,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
25308,0,Wfp/tnt/usaid,1403,HAPA,34.4576014,-4.79881953,Ndulungu Primary Tank,0,Internal,Mjenga,Singida,13,1,Iramba,Kaselya,771,True,Parastatal,,True,2011,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
58472,50,Private Individual,186,WU,38.35203928,-6.63519198,Malik,0,Wami / Ruvu,Karoleni,Pwani,6,1,Bagamoyo,Chalinze,30,False,WUA,Chalinze wate,True,2006,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
58777,0,Government Of Tanzania,300,District Council,39.60286728,-10.37721553,Nyuma Ya Shule,0,Ruvuma / Southern Coast,Mbawe,Lindi,80,23,Lindi Rural,Ngangamara,1,True,VWC,Nyangamala Water Supply,False,1975,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
12755,0,Government Of Tanzania,1377,DWE,37.41199307,-3.29747664,Kimangele,0,Pangani,Makyareni,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,40,False,VWC,Kidia kilemapunda,True,1975,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
45573,500,Dh,468,DH,37.04565128,-6.83106083,Kwa Sululu,0,Wami / Ruvu,Mzambaraweni,Morogoro,5,1,Kilosa,Mabwerebwere,60,True,VWC,,True,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
52450,0,Kkkt,1811,KKKT,35.05947866,-8.50086084,none,0,Rufiji,J,Iringa,11,2,Mufindi,Nyololo,0,False,VWC,,True,2000,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
63995,0,Hesawa,0,DWE,0,-2E-08,Kwamathayo,0,Lake Victoria,Lubaga,Mwanza,19,2,Magu,Shigala,0,True,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
62954,0,Government Of Tanzania,1176,DWE,38.31084308,-4.8548632,Kwa Shemshuza,0,Pangani,Miegeo,Tanga,4,1,Lushoto,Ubiri,1,True,VWC,Ilente streem,True,1981,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
74109,0,Government Of Tanzania,0,Centr,35.55445649,-5.59265732,Bombani,0,Internal,Shuleni,Dodoma,1,1,Kondoa,Makorongo,0,True,VWC,Chas,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
43021,0,In,1944,Vill,31.36776201,-7.78697173,Manyele,0,Lake Rukwa,Lusembo,Rukwa,15,3,Nkasi,Kipande,150,,VWC,,False,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
14556,1000,Mission,935,Mission,35.39145623,-10.70401125,Kwa Mzee Wasiwasi,0,Ruvuma / Southern Coast,Matomondo,Ruvuma,10,2,Songea Rural,Magagura,75,True,VWC,Mradi wa maji wa mbinga mh,True,1977,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,others
